Description,Price,Rating,ReviewCount,Url,5StarPct,4StarPct,3StarPct,2StarPct,1StarPct,ReleaseDate,Brand,Manufacturer,Package Dimensions,Manufacturer Reference,Resolution,Processor Brand,Processor Type,Processor Speed,RAM Size,Computer Memory Type,Hard Drive Size,Hard Drive Description,Hard Drive Interface,Graphics Processor Manufacturer,Wireless Type,Voltage,Operating System,ASIN,Product Weight
"Apple M3 Max çipe sahip 2023 MacBook Pro laptop: 16.2 inç Liquid Retina XDR ekran, 14 çekirdekli CPU, 30 çekirdekli GPU 36 RAM, 1 TB SSD depolama. iPhone ve iPad ile uyumlu; Uzay Siyahı","138.999,00 TL","5 yıldız üzerinden 4,5",56,https://www.amazon.com.tr/Apple-%C3%A7ipe-sahip-MacBook-laptop/dp/B0CM5Z4MKR/ref=sr_1_42?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-42,Yorumların % 84 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 5 kadarı 3 yıldıza sahip,Yorumların % 3 kadarı 2 yıldıza sahip,Yorumların % 8 kadarı 1 yıldıza sahip,,,,,,,,,,,,,,,,,,,,
"Lenovo V15 G3 ABA 82TV009CTX Ryzen 7 5825U 16GB 512GB SSD 15.6"" Full HD FreeDOS Notebook","15.299,00 TL","5 yıldız üzerinden 4,1",19,https://www.amazon.com.tr/Lenovo-82TV009CTX-Ryzen-FreeDOS-Notebook/dp/B0CZRJ1X4K/ref=sr_1_43?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-43,Yorumların % 60 kadarı 5 yıldıza sahip,Yorumların % 17 kadarı 4 yıldıza sahip,Yorumların % 11 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 13 kadarı 1 yıldıza sahip,3 Nisan 2024,‎Lenovo,‎Lenovo,‎50 x 40 x 30 cm; 1.7 Kilogram,‎197531690609,,‎AMD,‎AMD Ryzen 7,‎4.5 GHz,‎16 GB,‎DDR4 SDRAM,‎512 TB,‎SSD,‎Solid State,‎AMD,‎Bluetooth,,‎DOS,‎B0CZRJ1X4K,‎1.7 Kilograms
"ASUS ROG Strix G16 - G614JVR-N3093W Gaming Dizüstü Bilgisayar,16 inç, 14.Nesil Intel Core i9 Islemci 14900HX 2.2 GHz,16 GB RAM,512 GB SSD,16"" RTX 4060 Laptop GPU 8GB GDDR6, W11","69.480,00 TL","5 yıldız üzerinden 4,0",7,https://www.amazon.com.tr/ASUS-ROG-Strix-G16-G614JVR-N3093W/dp/B0D8BGVR6W/ref=sr_1_44?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-44,Yorumların % 65 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 20 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 15 kadarı 1 yıldıza sahip,28 Haziran 2024,‎ASUS,‎ASUS,‎80 x 68 x 57 cm; 4 Kilogram,,,‎AMD,‎Core i9,‎2.2 GHz,‎16,,‎512 GB,‎SSD,‎Solid State,‎NVIDIA,,,‎Windows 11 Home,‎B0D8BGVR6W,‎4 Kilograms
"Dell Vostro 3520 N1605PVNB3520U12 i5-1235U 16GB 512SSD 15.6"" FHD W11P Dizüstü Bilgisayar","17.999,00 TL","5 yıldız üzerinden 4,5",2,https://www.amazon.com.tr/Dell-N1605PVNB3520U12-i5-1235U-Diz%C3%BCst%C3%BC-Bilgisayar/dp/B0DMWDTP4H/ref=sr_1_45?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-45,Yorumların % 50 kadarı 5 yıldıza sahip,Yorumların % 50 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,27 Mart 2023,‎Dell,‎Dell,,,,‎Intel,‎Core i5,‎4.4 GHz,‎16 GB,‎DDR4 SDRAM,,‎SSD,,,,,‎Windows 11 Pro,‎B0DMWDTP4H,
"Acer TravelMate P2 (TMP215-41-62) Dizüstü Bilgisayar, Ryzen 5 5650U İşlemci, AMD Radeon Graphics Paylaşımlı Ekran Kartı, 15.6 inç FHD Ekran, 8 GB DDR4 RAM, 512 GB SSD, FreeDOS, NX.VS1EY.001","12.999,00 TL","5 yıldız üzerinden 3,8",29,https://www.amazon.com.tr/Acer-TravelMate-TMP215-41-62-Bilgisayar-NX-VS1EY-001/dp/B0CPJ6W7ZS/ref=sr_1_46?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-46,Yorumların % 50 kadarı 5 yıldıza sahip,Yorumların % 15 kadarı 4 yıldıza sahip,Yorumların % 12 kadarı 3 yıldıza sahip,Yorumların % 5 kadarı 2 yıldıza sahip,Yorumların % 17 kadarı 1 yıldıza sahip,5 Aralık 2023,‎Acer,‎Acer,‎50 x 31 x 7 cm; 2.9 Kilogram,,,‎AMD,‎Ryzen 5,‎2.3 GHz,‎8 GB,,‎512 GB,‎SSD,‎Solid State,‎AMD,,,‎FreeDOS,‎B0CPJ6W7ZS,‎2.9 Kilograms
"MSI THIN 15 B12UC-2636XTR Dizüstü Bilgisayar, Core I5-12450H, 15.6 FHD 144Hz, 16GB RAM, RTX3050 GDDR6 4GB, 512GB SSD, DOS","29.299,00 TL","5 yıldız üzerinden 3,8",4,https://www.amazon.com.tr/MSI-B12UC-2636XTR-Diz%C3%BCst%C3%BC-Bilgisayar-I5-12450H/dp/B0DKJPKQSN/ref=sr_1_47?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-47,Yorumların % 70 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 30 kadarı 1 yıldıza sahip,22 Ekim 2024,‎MSI,‎msi,‎40 x 30 x 10 cm; 2 Kilogram,,,‎Intel,‎Core i5,‎4 GHz,,,,‎SSD,,‎Intel,,,‎DOS,‎B0DKJPKQSN,‎2 Kilograms
Casper Excalibur G870.1270-EFA0X-B Intel Core i7-12700H 64GB RAM 1TB NVME SSD GEN4 6GB RTX4050 DOS GAMING LAPTOP,"40.999,00 TL","5 yıldız üzerinden 5,0",2,https://www.amazon.com.tr/Excalibur-G870-1265-EFA0X-B-i7-12650H-RTX4050-Freedos/dp/B0BYT54WW8/ref=sr_1_48?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-48,Yorumların % 100 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,28 Eylül 2023,‎casper,,,,,‎Intel,‎Core I7-12700H,,‎64 GB,‎SODIMM,,‎1TB NVMe SSD,,,‎801.11ac,,‎DOS,‎B0BYT54WW8,
HP 250 G10 8A538EA02 i5-1335U 16GB 512SSD 15.6 FullHD FreeDOS Dizüstü Bilgisayar-CNT002,"17.270,85 TL",,,https://www.amazon.com.tr/HP-8A538EA02-i5-1335U-FreeDOS-Bilgisayar-CNT002/dp/B0CMX4QVCY/ref=sr_1_49?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-49,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,8 Kasım 2023,‎HP,‎HP,,,‎1080p Full HD,‎Intel,‎Intel Core i5,‎4.6 GHz,‎16,‎DDR4 SDRAM,‎512 GB,,‎Solid State,‎Intel,‎Bluetooth,,‎DOS,‎B0CMX4QVCY,‎1.52 Kilograms
"Lenovo Ideapad Slim 3 83ER00FWTR04 i5-12450H 16GB 1TBSSD 15.6"" FHD W11P Dizüstü Bilgisayar-CNT005","22.089,00 TL",,,https://www.amazon.com.tr/dp/B0DNMNR8ZF/ref=sr_1_50?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-50,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,20 Kasım 2024,‎Lenovo,‎Lenovo,,,,‎Intel,‎Core i5,‎4.4 GHz,‎16 GB,‎SODIMM,,‎SSD,,,,,‎Windows 11 Pro,‎B0DNMNR8ZF,
"ASUS ROG Strix G18 - G814JZR-N6088W Gaming Dizüstü Bilgisayar,18 inç, 14. Nesil Intel® Core™ i9 Processor 14900HX 2.2 GHz, 1 TB SSD,GeForce RTX™ 4080 Laptop GPU 12GB GDDR6, W11","129.909,00 TL",,,https://www.amazon.com.tr/ASUS-ROG-Strix-G18-G814JZR-N6088W/dp/B0D8BHPLJG/ref=sr_1_51?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-51,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,28 Haziran 2024,‎ASUS,‎ASUS,‎80 x 68 x 57 cm; 4 Kilogram,,‎2560 x 1600 Pixels,‎Intel,‎Core i9,‎2.2 GHz,‎16,‎DDR5 RAM,‎1 TB,‎SSD,‎Solid State,‎NVIDIA,,,‎Windows 11 Home,‎B0D8BHPLJG,‎4 Kilograms
"Huawei Matebook D16 Dizüstü Bilgisayar, 16"" FHD, Intel Core i7-13700H, 16GB RAM, 1TB SSD, Intel UHD Graphics, Windows 11 Home","34.999,00 TL",,,https://www.amazon.com.tr/Matebook-Diz%C3%BCst%C3%BC-Bilgisayar-i7-13700H-Graphics/dp/B0CXTYQ6GT/ref=sr_1_52?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-52,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,12 Mart 2024,‎HUAWEI,‎Huawei,‎52 x 32 x 7 cm; 1.68 Kilogram,,‎1920x1200 Pixels,‎Intel,‎Core i7,‎2.4 GHz,‎16,,‎1 TB,‎SSD,‎Solid State,‎Intel,"‎802.11a/b/g/n/ac, Bluetooth, 802.11ax",,‎Windows 11 Home,‎B0CXTYQ6GT,‎1.68 Kilograms
"Dell XPS 16 9640 CORE ULTRA 7 155H Notebook, 32GB 1TB SSD 16.3 FHD GEFORCE RTX 4060 8GDDR6 WIN11 PRO, Laptop, Dizüstü Bilgisayar, XPS964025011200WP","118.489,00 TL","5 yıldız üzerinden 5,0",1,https://www.amazon.com.tr/Dell-Notebook-GEFORCE-Bilgisayar-XPS964025011200WP/dp/B0CZDKKHDR/ref=sr_1_53?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-53,Yorumların % 100 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,29 Mart 2024,‎Dell,‎Dell Computer,‎46.4 x 36.2 x 11 cm; 4.2 Kilogram,,,‎Intel,‎Core i7,‎4 GHz,‎32,,,‎SSD,‎Solid State,‎NVIDIA,,‎240 Volts,‎Windows 11 Pro,‎B0CZDKKHDR,‎4.2 Kilograms
"Lenovo V15 82YU00QKTX Ryzen5 7520U 8GB 512SSD 15.6"" FHD FreeDOS Dizüstü Bilgisayar","11.299,00 TL","5 yıldız üzerinden 4,1",12,https://www.amazon.com.tr/Lenovo-82YU00QKTX-Freedos-Ta%C5%9F%C4%B1nabilir-Bilgisayar/dp/B0CK4KFTT4/ref=sr_1_54?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-54,Yorumların % 67 kadarı 5 yıldıza sahip,Yorumların % 11 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 11 kadarı 2 yıldıza sahip,Yorumların % 11 kadarı 1 yıldıza sahip,29 Eylül 2023,‎Lenovo,‎Lenovo,‎5 x 5 x 5 cm; 1 Kilogram,,‎1920 x 1080 Pixels,‎AMD,‎Ryzen 5,‎2.8 GHz,,,‎512 GB,‎SSD,‎Solid State,‎AMD,,,‎DOS,‎B0CK4KFTT4,‎1 Kilograms
Lenovo E15 21E6006RTX09 i5-1235U 16GB 512SSD 15.6'' FullHD W11P Dizüstü Bilgisayar,"26.599,00 TL",,,https://www.amazon.com.tr/Lenovo-21E6006RTX09-i5-1235U-Ta%C5%9F%C4%B1nabilir-Bilgisayar/dp/B0BRT64S2L/ref=sr_1_55?__mk_tr_TR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=6B9N7CEYX8L5&dib=eyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E&dib_tag=se&keywords=laptop&qid=1732831334&sr=8-55,Yorumların % 0 kadarı 5 yıldıza sahip,Yorumların % 0 kadarı 4 yıldıza sahip,Yorumların % 0 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 0 kadarı 1 yıldıza sahip,6 Ocak 2023,‎Lenovo,‎Lenovo,‎49 x 33 x 9 cm; 2.7 Kilogram,,,‎Intel,‎Intel Core i5,‎4.4 GHz,‎16 GB,‎DDR4 SDRAM,‎512 GB,,‎Solid State,‎Intel,,,‎Windows,‎B0BRT64S2L,‎2.7 Kilograms
"MACK Cityfit MCC-704 Laptop Çantası, Erkekler ve Kadınlar için Profesyonel Bilgisayar Çantası, 15.6 inç Notebook Çantası, Evrak Çantası, Gri","379,00 TL","5 yıldız üzerinden 4,6",57,https://www.amazon.com.tr/sspa/click?ie=UTF8&spc=MTo4NTM4MTkxMTUxMjAxMTIzOjE3MzI4MzEzMzQ6c3BfYnRmOjMwMDQwMjk3NTQ5OTkzMjo6MDo6&url=%2FMACK-MCC-704-15-6-Notebook-%25C3%2587antas%25C4%25B1%2Fdp%2FB0BRL347S2%2Fref%3Dsr_1_56_sspa%3F__mk_tr_TR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D6B9N7CEYX8L5%26dib%3DeyJ2IjoiMSJ9.RLZxpvL1NB8spl3PbZiSTot35Tbwm7z4NwbIKa5OVVDclqFr1QCAB25o5_jQVaFvc76VFjMbERSRbv_SPZmsTWSEKJJbdCpLrN7xvTw76e_1JKVA_YHcpag0ntUyxoGxfScBK_TfEkeqpPtg2gteupvRZnyRIf-bn_BwxZpuPU4sVIewaTNXmyEIaMebQYDXUuehMBQzii7YNeKoNbUdyJYU9-vyjwcySnTDlHdy-lTZBJTQc6xf8Yt4KE0FNoL1gfE4QN8-Fy4oLPq59eek9JldJ09NyO4f49i8m1pwxo4.Su6eFLE_ZTMG32C9ApN7DT2cRPi2eoQGox4ncvPkO2E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1732831334%26sr%3D8-56-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Yorumların % 80 kadarı 5 yıldıza sahip,Yorumların % 11 kadarı 4 yıldıza sahip,Yorumların % 5 kadarı 3 yıldıza sahip,Yorumların % 0 kadarı 2 yıldıza sahip,Yorumların % 5 kadarı 1 yıldıza sahip,3 Ocak 2023,‎Mack,‎MACK,,,,,,,,,,,,,,,,‎B0BRL347S2,‎340 g
